epoch,lr,train_loss,val_loss,step,test_loss
202.0,9.999999747378752e-05,553.8355712890625,554.6437377929688,1014,
203.0,9.999999747378752e-05,549.8094482421875,552.9039306640625,1019,
204.0,9.999999747378752e-05,546.9313354492188,551.0931396484375,1024,
205.0,9.999999747378752e-05,549.1171875,548.8726806640625,1029,
206.0,9.999999747378752e-05,545.80126953125,546.4473876953125,1034,
207.0,9.999999747378752e-05,540.8985595703125,543.576416015625,1039,
208.0,9.999999747378752e-05,539.3378295898438,541.2980346679688,1044,
209.0,9.999999747378752e-05,540.0302734375,538.622802734375,1049,
210.0,9.999999747378752e-05,538.77490234375,536.9261474609375,1054,22.26634979248047
211.0,9.999999747378752e-05,530.6383666992188,534.8866577148438,1059,
212.0,9.999999747378752e-05,534.3626098632812,533.5618286132812,1064,
213.0,9.999999747378752e-05,530.2598266601562,531.4066162109375,1069,
214.0,9.999999747378752e-05,531.5796508789062,529.6807861328125,1074,
215.0,9.999999747378752e-05,522.9285278320312,527.6425170898438,1079,
216.0,9.999999747378752e-05,525.5192260742188,525.922607421875,1084,
217.0,9.999999747378752e-05,523.4195556640625,523.425537109375,1089,
218.0,9.999999747378752e-05,521.0914306640625,520.7883911132812,1094,
219.0,9.999999747378752e-05,519.0377197265625,518.5465087890625,1099,
220.0,9.999999747378752e-05,517.9227905273438,516.0118408203125,1104,21.857030868530273
221.0,9.999999747378752e-05,513.3681640625,513.429443359375,1109,
222.0,9.999999747378752e-05,511.1725769042969,510.5364990234375,1114,
223.0,9.999999747378752e-05,510.0487365722656,507.72418212890625,1119,
224.0,9.999999747378752e-05,508.20074462890625,505.6781005859375,1124,
225.0,9.999999747378752e-05,503.52276611328125,503.95489501953125,1129,
226.0,9.999999747378752e-05,505.15020751953125,502.5653076171875,1134,
227.0,9.999999747378752e-05,500.835205078125,500.602294921875,1139,
228.0,9.999999747378752e-05,499.9402770996094,498.635986328125,1144,
229.0,9.999999747378752e-05,497.1611328125,496.84771728515625,1149,
230.0,9.999999747378752e-05,494.70654296875,494.9994201660156,1154,21.45616912841797
231.0,9.999999747378752e-05,494.4235534667969,493.3828125,1159,
232.0,9.999999747378752e-05,492.7594909667969,491.04962158203125,1164,
233.0,9.999999747378752e-05,492.0352478027344,488.84429931640625,1169,
234.0,9.999999747378752e-05,492.9312438964844,486.8802185058594,1174,
235.0,9.999999747378752e-05,485.6357116699219,483.9052734375,1179,
236.0,9.999999747378752e-05,484.411865234375,481.65264892578125,1184,
237.0,9.999999747378752e-05,483.7701110839844,479.7703857421875,1189,
238.0,9.999999747378752e-05,480.6657409667969,478.56317138671875,1194,
239.0,9.999999747378752e-05,477.8807678222656,476.1741943359375,1199,
240.0,9.999999747378752e-05,478.38311767578125,474.8758239746094,1204,21.015254974365234
241.0,9.999999747378752e-05,474.1606140136719,472.29229736328125,1209,
242.0,9.999999747378752e-05,472.0924987792969,470.3304138183594,1214,
243.0,9.999999747378752e-05,469.6315612792969,468.39654541015625,1219,
244.0,9.999999747378752e-05,471.8057556152344,466.1813049316406,1224,
245.0,9.999999747378752e-05,464.9649353027344,464.1643371582031,1229,
246.0,9.999999747378752e-05,465.09918212890625,461.599609375,1234,
247.0,9.999999747378752e-05,462.4349670410156,459.84637451171875,1239,
248.0,9.999999747378752e-05,459.9120788574219,457.9184875488281,1244,
249.0,9.999999747378752e-05,455.90283203125,456.42388916015625,1249,
250.0,9.999999747378752e-05,455.2489318847656,455.48858642578125,1254,20.54349136352539
251.0,9.999999747378752e-05,456.5973815917969,454.1416015625,1259,
252.0,9.999999747378752e-05,449.08331298828125,452.58935546875,1264,
253.0,9.999999747378752e-05,451.1125183105469,450.9481506347656,1269,
254.0,9.999999747378752e-05,447.74859619140625,448.3507080078125,1274,
255.0,9.999999747378752e-05,445.9633483886719,446.1654052734375,1279,
256.0,9.999999747378752e-05,443.9606628417969,443.7001953125,1284,
257.0,9.999999747378752e-05,443.3462829589844,441.354736328125,1289,
258.0,9.999999747378752e-05,442.7710876464844,439.32086181640625,1294,
259.0,9.999999747378752e-05,440.18389892578125,437.0969543457031,1299,
260.0,9.999999747378752e-05,437.4427795410156,435.1335144042969,1304,20.133262634277344
261.0,9.999999747378752e-05,435.2774353027344,432.8226013183594,1309,
262.0,9.999999747378752e-05,433.8920593261719,430.8156433105469,1314,
263.0,9.999999747378752e-05,431.0101623535156,429.28857421875,1319,
264.0,9.999999747378752e-05,434.36456298828125,427.1902770996094,1324,
265.0,9.999999747378752e-05,427.3547058105469,425.3769226074219,1329,
266.0,9.999999747378752e-05,425.6250915527344,422.91326904296875,1334,
267.0,9.999999747378752e-05,425.75518798828125,421.8283386230469,1339,
268.0,9.999999747378752e-05,422.8507385253906,420.36602783203125,1344,
269.0,9.999999747378752e-05,419.63555908203125,418.01666259765625,1349,
270.0,9.999999747378752e-05,416.4707946777344,416.1393127441406,1354,19.660337448120117
271.0,9.999999747378752e-05,415.09527587890625,413.57373046875,1359,
272.0,9.999999747378752e-05,415.2431640625,411.1726379394531,1364,
273.0,9.999999747378752e-05,409.9787292480469,409.73565673828125,1369,
274.0,9.999999747378752e-05,410.41510009765625,408.18035888671875,1374,
275.0,9.999999747378752e-05,410.8107604980469,406.45556640625,1379,
276.0,9.999999747378752e-05,406.0733337402344,404.16522216796875,1384,
277.0,9.999999747378752e-05,408.53564453125,402.22265625,1389,
278.0,9.999999747378752e-05,399.31573486328125,399.9905700683594,1394,
279.0,9.999999747378752e-05,400.735595703125,397.935791015625,1399,
280.0,9.999999747378752e-05,397.84698486328125,395.8926086425781,1404,19.272668838500977
281.0,9.999999747378752e-05,396.3317565917969,394.16455078125,1409,
282.0,9.999999747378752e-05,396.5392761230469,392.486328125,1414,
283.0,9.999999747378752e-05,394.4818420410156,389.84161376953125,1419,
284.0,9.999999747378752e-05,392.5459289550781,387.7662353515625,1424,
285.0,9.999999747378752e-05,390.4378967285156,386.37353515625,1429,
286.0,9.999999747378752e-05,388.4228210449219,384.7975769042969,1434,
287.0,9.999999747378752e-05,386.9369812011719,383.14892578125,1439,
288.0,9.999999747378752e-05,382.46844482421875,382.639404296875,1444,
289.0,9.999999747378752e-05,385.1649169921875,381.4261474609375,1449,
290.0,9.999999747378752e-05,381.2149353027344,380.2184143066406,1454,18.64897346496582
291.0,9.999999747378752e-05,378.32672119140625,378.0820617675781,1459,
292.0,9.999999747378752e-05,378.85333251953125,376.6226806640625,1464,
293.0,9.999999747378752e-05,373.8577880859375,374.8929748535156,1469,
294.0,9.999999747378752e-05,371.52154541015625,373.19940185546875,1474,
295.0,9.999999747378752e-05,370.1712951660156,372.0985412597656,1479,
296.0,9.999999747378752e-05,368.6720886230469,371.167236328125,1484,
297.0,9.999999747378752e-05,367.52392578125,370.4329833984375,1489,
298.0,9.999999747378752e-05,368.017333984375,368.84942626953125,1494,
299.0,9.999999747378752e-05,364.0821228027344,366.3719482421875,1499,
